farmer_id,farm_id,farm_type,size_ha,disposition,age,inherited,succession_stage,loan_principal,loan_rate,current_debt,debt_payments,debt_maturity,debt_free,debt_service_ratio,n_holdings,n_local_links,n_catchment_links,Build_Wetland,Clean_Races,Farm_Plan,Riparian_Planting,x,y
28258,29558,Dairy,64,for_profit,66,FALSE,3,825618,3,662489.7156890323,55494,10,FALSE,0.591,2,13,17,0,0,0,0,57,187
28259,29328,Dairy,96,for_profit,55,FALSE,2,1208505,3,969724.6594172778,81231,10,FALSE,0.568,3,11,13,2,0,2,0,179,35
28260,30113,Dairy,64,for_profit,61,TRUE,3,1440,3,1440,97,0,FALSE,0,2,8,13,1,0,0,2,92,109
28261,30482,Forest,80,for_profit,50,FALSE,3,116700,3,116700,7844,5,FALSE,0.214,1,16,12,0,0,0,0,28,262
28262,30170,Dairy,128,for_profit,62,TRUE,1,5810,3,1788.482185799209,1269,20,FALSE,0.001,1,13,12,1,1,0,1,57,263
28263,29487,Dairy,32,for_profit,56,TRUE,2,960,3,960,65,0,FALSE,0.001,1,12,11,1,1,1,0,48,237
28264,28749,Forest,96,pro_environmental,54,TRUE,4,0,0,0,0,21,TRUE,0,2,12,11,0,0,0,1,82,147
28265,30476,Dairy,48,for_profit,67,FALSE,5,641864,3,515042.42745558487,43143,10,FALSE,0.484,1,13,13,0,0,0,0,113,113
28266,29849,Dairy,80,for_profit,52,TRUE,1,320,3,183.47635827795926,22,15,FALSE,0,1,13,9,0,0,1,0,44,269
28267,29156,Forest,48,for_profit,58,TRUE,3,0,0,0,0,21,TRUE,0,1,13,13,0,0,0,0,83,193
28268,30355,SNB,64,for_profit,51,FALSE,2,76342,3,76342,5131,5,FALSE,0.372,1,17,16,1,0,0,0,144,212
28269,29710,Dairy,176,for_profit,36,FALSE,4,1689283,3,1355508.9816214226,113546,10,FALSE,0.542,4,8,12,3,0,2,0,69,109
28270,29845,Dairy,128,pro_environmental,65,FALSE,3,0,0,0,0,21,TRUE,0,2,10,12,0,0,1,0,71,197
28271,29216,SNB,160,for_profit,52,FALSE,3,286230,3,286230,19239,5,FALSE,0.52,2,14,14,0,0,0,0,82,282
28272,29442,Forest,64,pro_environmental,45,FALSE,3,298594,3,298594,20070,0,FALSE,1.352,1,9,14,0,0,0,0,49,258
28273,29320,Dairy,32,for_profit,55,TRUE,2,64,3,64,4,5,FALSE,0,2,11,17,2,2,2,0,99,116
28274,29027,Forest,80,for_profit,28,FALSE,3,381458,3,381458,25640,5,FALSE,0.421,2,13,11,0,0,0,0,95,122
28275,30001,Dairy,96,for_profit,54,TRUE,4,1098163,3,338045.6045789702,73814,20,FALSE,0.179,1,11,12,0,0,0,0,69,191
28276,29696,Forest,64,for_profit,63,FALSE,2,222900,3,68614.91896981819,14982,20,FALSE,0.231,2,10,8,0,0,0,0,79,286
28277,30330,Forest,48,for_profit,78,FALSE,1,0,0,0,0,21,TRUE,0,1,12,10,0,0,0,0,133,118
28278,29347,Dairy,128,for_profit,66,FALSE,2,1015632,3,1015632,68266,5,FALSE,0.436,1,15,14,0,0,0,1,90,92
28279,29778,Dairy,64,for_profit,74,TRUE,1,192,3,154.06401678778104,13,10,FALSE,0,3,9,9,3,0,3,3,143,102
28280,29227,Dairy,96,for_profit,81,TRUE,2,2624,3,2624,176,0,FALSE,0,3,12,15,3,1,3,0,80,164
28281,29532,Dairy,64,for_profit,62,TRUE,2,-15158,3,-8691.045746179083,-1777,15,FALSE,-0.007,2,15,14,1,1,1,0,90,187
28282,29494,Forest,112,for_profit,62,TRUE,3,0,0,0,0,21,TRUE,0,1,15,9,0,0,0,0,81,260
28283,28856,Dairy,64,pro_environmental,75,TRUE,1,0,0,0,0,21,TRUE,0,1,10,8,1,1,1,1,77,144
28284,29250,Crop,32,for_profit,33,FALSE,2,248272,3,248272,16688,5,FALSE,0.356,1,11,13,1,0,0,1,59,189
28285,28752,Dairy,64,for_profit,60,TRUE,3,480,3,480,32,5,FALSE,0.001,3,10,13,1,0,1,0,142,86
28286,28799,Dairy,64,for_profit,82,TRUE,2,64,3,64,4,0,FALSE,0,3,12,11,0,0,2,3,81,140
28287,29373,Dairy,80,for_profit,83,TRUE,3,0,0,0,0,21,TRUE,0,3,13,14,1,3,3,3,101,164
28288,28853,Dairy,96,pro_environmental,75,FALSE,2,2880,3,2310.9602518167158,194,10,FALSE,0.001,1,9,16,1,0,0,0,29,269
28289,28877,Dairy,128,for_profit,77,FALSE,1,0,0,0,0,21,TRUE,0,2,11,14,0,0,2,0,119,124
28290,30469,Dairy,96,for_profit,41,FALSE,2,619577,3,497158.9652568907,41645,10,FALSE,0.253,2,12,12,0,2,2,1,73,161
28291,28732,Dairy,144,for_profit,47,TRUE,3,1388,3,427.26562373309844,163,20,FALSE,0,5,14,11,1,4,2,3,148,228
28292,29224,Forest,32,for_profit,58,TRUE,4,78521,3,78521,17145,20,FALSE,0.36,1,14,19,0,0,0,0,95,207
28293,28888,Dairy,96,for_profit,79,TRUE,1,1899,3,1899,223,10,FALSE,0.001,3,14,12,2,2,2,3,62,185
28294,30146,Dairy,112,for_profit,63,TRUE,2,6568,3,6568,1434,15,FALSE,0.001,1,11,14,1,1,1,1,56,270
28295,30405,Forest,160,for_profit,54,FALSE,4,745525,3,427456.9125161737,50111,15,FALSE,0.342,2,10,13,0,0,0,0,78,114
28296,28842,Dairy,32,for_profit,55,TRUE,2,2884,3,2314.1699188331277,242,10,FALSE,0.004,1,13,13,1,0,1,1,53,236
28297,28836,Dairy,64,for_profit,74,FALSE,3,647435,3,199298.78897812578,43518,20,FALSE,0.158,1,16,13,1,0,1,0,110,161
28298,30231,Dairy,112,pro_environmental,69,TRUE,2,1442,3,1442,121,5,FALSE,0,2,11,12,2,0,0,1,39,132
28299,28743,Dairy,80,for_profit,52,FALSE,2,3200,3,3200,215,0,FALSE,0.155,2,8,10,0,0,0,1,93,151
28300,30198,Crop,96,for_profit,44,TRUE,3,0,0,0,0,21,TRUE,0,1,13,12,0,0,0,0,58,160
28301,30362,Forest,64,for_profit,72,FALSE,1,52751,3,52751,6184,15,FALSE,0.407,1,7,11,0,0,0,0,85,95
28302,29583,Dairy,64,for_profit,65,FALSE,2,1064300,3,327621.61623857106,71538,20,FALSE,0.245,2,11,10,0,2,0,2,92,191
28303,28827,Dairy,192,for_profit,54,TRUE,3,1568,3,1568,184,10,FALSE,0.001,4,12,12,4,0,1,4,106,66
28304,29126,Crop,64,for_profit,52,FALSE,3,463861,3,372209.83797498385,31179,10,FALSE,0.257,2,15,9,0,0,0,0,125,131
28305,29972,SNB,64,for_profit,40,TRUE,3,192,3,110.08581496677556,13,15,FALSE,0,2,13,13,0,0,1,0,81,274
28306,29731,Forest,64,for_profit,63,TRUE,2,0,0,0,0,21,TRUE,0,1,9,15,0,0,0,0,107,63
28307,29243,Dairy,96,pro_environmental,49,TRUE,3,0,0,0,0,21,TRUE,0,1,7,13,1,0,0,1,88,250
28308,30376,SNB,64,pro_environmental,72,TRUE,1,5035,3,5035,422,5,FALSE,0.034,3,17,11,3,0,3,3,100,241
28309,30294,Dairy,32,for_profit,47,TRUE,2,128,3,39.40201717423386,9,20,FALSE,0,1,12,12,0,0,1,0,100,251
28310,28862,Dairy,32,for_profit,45,FALSE,5,305258,3,305258,20518,5,FALSE,0.431,1,10,12,0,1,1,0,99,143
28311,29439,Dairy,32,pro_environmental,48,FALSE,1,453889,3,260243.43994507703,30508,15,FALSE,0.367,1,13,14,0,1,0,0,83,190
28312,30553,Forest,64,for_profit,46,TRUE,3,752304,3,752304,63018,10,FALSE,1.096,2,14,8,0,1,0,1,94,194
28313,29278,Dairy,64,for_profit,75,FALSE,1,256,3,205.41868905037472,17,10,FALSE,0,1,14,12,0,0,1,0,107,111
28314,30546,Dairy,160,for_profit,50,FALSE,4,1115673,3,1115673,74991,5,FALSE,0.391,3,17,14,3,2,0,0,132,100
28315,28958,Forest,112,for_profit,60,TRUE,3,0,0,0,0,21,TRUE,0,1,12,17,0,0,0,0,68,242
28316,30550,Dairy,64,for_profit,72,TRUE,1,256,3,256,17,0,FALSE,0,1,16,11,0,1,1,0,49,232
28317,29281,Dairy,112,for_profit,67,FALSE,3,256,3,256,17,0,FALSE,0.014,3,14,12,2,0,1,2,86,118
28318,29004,Dairy,32,pro_environmental,68,TRUE,2,1219,3,1219,102,5,FALSE,0.002,2,17,8,0,2,2,1,61,181
28319,30318,Dairy,144,for_profit,63,TRUE,2,4000,3,3209.667016412105,269,10,FALSE,0.002,2,11,15,0,0,1,1,110,82
28320,30232,Forest,48,for_profit,64,FALSE,6,30313,3,9331.19802033243,2038,20,FALSE,0.037,1,17,7,0,0,0,0,67,124
28321,30050,Forest,64,for_profit,55,FALSE,2,580147,3,465519.6726426084,38995,10,FALSE,0.359,2,11,9,1,1,0,0,81,168
28322,29967,Dairy,48,for_profit,64,FALSE,3,428146,3,428146,28778,5,FALSE,0.477,2,15,8,2,2,0,1,87,232
28323,30067,Dairy,64,for_profit,52,TRUE,1,0,0,0,0,21,TRUE,0,1,14,18,1,1,0,1,38,265
28324,28860,SNB,48,for_profit,78,TRUE,4,4247,3,4247,927,20,FALSE,0.028,1,15,14,0,0,1,1,49,162
28325,30214,Dairy,80,for_profit,52,FALSE,2,0,0,0,0,21,TRUE,0,1,15,11,0,0,1,1,68,255
28326,30051,Dairy,48,for_profit,72,TRUE,1,0,0,0,0,21,TRUE,0,1,10,17,0,0,1,0,60,237
28327,29318,Dairy,128,for_profit,51,FALSE,2,355529,3,355529,41679,10,FALSE,0.22,3,11,12,3,0,2,3,128,148
28328,29247,Dairy,80,for_profit,67,TRUE,2,2400,3,2400,161,5,FALSE,0.002,3,8,10,2,3,3,3,125,56
28329,29319,Forest,144,for_profit,56,FALSE,3,196387,3,157584.219088031,13200,10,FALSE,0.248,3,12,10,0,1,0,1,101,69
28330,29620,Dairy,80,for_profit,52,TRUE,4,64,3,64,4,5,FALSE,0,3,12,15,0,0,2,0,143,89
28331,29349,Dairy,96,pro_environmental,64,TRUE,2,0,0,0,0,21,TRUE,0,1,15,17,0,0,0,1,89,204
28332,29519,Forest,112,for_profit,61,TRUE,4,0,0,0,0,21,TRUE,0,1,11,14,0,0,0,0,90,200
28333,29470,Dairy,144,for_profit,84,TRUE,1,0,0,0,0,21,TRUE,0,1,11,11,0,1,0,0,57,167
28334,30416,SNB,48,for_profit,60,FALSE,2,59119,3,59119,3974,5,FALSE,0.416,1,9,9,1,0,1,0,35,273
28335,28729,Dairy,192,for_profit,55,TRUE,2,1280,3,1280,86,5,FALSE,0,4,12,12,0,1,4,4,58,153
28336,30237,Dairy,32,for_profit,77,TRUE,1,960,3,770.3200839389052,65,10,FALSE,0.001,1,15,13,1,0,0,0,124,216
28337,29722,SNB,64,for_profit,49,FALSE,3,41418,3,41418,2784,5,FALSE,0.202,1,13,14,1,0,0,0,88,146
28338,29286,Dairy,48,for_profit,73,TRUE,1,2363,3,2363,516,15,FALSE,0.001,1,13,17,1,1,0,0,124,168
28339,29769,Dairy,128,for_profit,51,FALSE,5,732975,3,588151.4203386657,49267,10,FALSE,0.261,3,13,10,0,2,0,1,95,114
28340,29085,SNB,80,pro_environmental,59,FALSE,5,66296,3,38011.71452623621,4456,15,FALSE,0.132,3,15,9,1,0,0,0,32,250
28341,28728,Dairy,80,for_profit,54,FALSE,2,2400,3,2400,161,0,FALSE,0.191,1,13,9,1,0,1,0,149,227
28342,30394,Dairy,80,for_profit,49,FALSE,3,381276,3,381276,25628,5,FALSE,0.242,1,13,10,0,1,1,0,91,196
28343,29585,Dairy,128,for_profit,56,TRUE,4,831,3,831,181,15,FALSE,0,3,18,14,0,0,3,3,127,59
28344,29032,Dairy,144,for_profit,69,TRUE,2,0,0,0,0,21,TRUE,0,1,10,17,0,1,0,0,88,78
28345,29654,Dairy,80,for_profit,61,FALSE,2,586773,3,586773,39440,5,FALSE,0.379,2,11,10,0,0,0,2,128,98
28346,28962,SNB,64,pro_environmental,49,TRUE,3,864,3,864,58,0,FALSE,0.004,3,8,12,3,0,3,2,104,238
28347,29904,Dairy,48,for_profit,49,TRUE,2,2080,3,2080,140,5,FALSE,0.002,2,11,13,1,2,2,2,129,216
28348,30517,Dairy,80,for_profit,53,TRUE,2,2707,3,1552.0953183076117,317,15,FALSE,0.001,2,11,11,0,1,2,0,50,117
28349,30293,Dairy,112,for_profit,68,FALSE,5,384,3,384,26,0,FALSE,0.107,2,14,13,0,0,1,0,70,129
28350,30046,Dairy,96,for_profit,63,FALSE,2,2880,3,2880,194,0,FALSE,0.012,1,17,12,1,0,1,1,131,51
28351,29235,Dairy,80,for_profit,60,FALSE,3,951245,3,545409.2763441168,63939,15,FALSE,0.363,2,13,11,0,2,2,0,70,253
28352,28787,Forest,64,pro_environmental,77,TRUE,4,0,0,0,0,21,TRUE,0,1,9,13,0,0,0,0,110,173
28353,28868,SNB,96,pro_environmental,73,TRUE,1,0,0,0,0,21,TRUE,0,1,9,12,0,0,1,0,62,144
28354,28841,Forest,80,for_profit,60,FALSE,2,284056,3,162867.3763343875,19093,15,FALSE,0.295,1,14,14,0,0,0,0,74,188
28355,30044,SNB,96,for_profit,51,TRUE,2,607646,3,607646,50900,10,FALSE,1.976,1,12,11,1,0,1,1,74,143
28356,30335,Dairy,32,for_profit,67,FALSE,3,310076,3,95450.15529154484,20842,20,FALSE,0.164,1,17,13,1,0,1,0,103,200
28357,30090,SNB,64,for_profit,55,TRUE,2,0,0,0,0,21,TRUE,0,1,12,11,0,0,0,1,45,223
28358,30421,Forest,112,for_profit,66,FALSE,5,265253,3,212843.45127609003,17829,10,FALSE,0.278,1,10,10,0,0,0,0,94,243
28359,30076,Dairy,112,for_profit,64,FALSE,2,544103,3,436597.3631577189,36572,10,FALSE,0.221,2,11,12,1,0,2,0,64,143
28360,28894,SNB,96,for_profit,69,FALSE,2,72630,3,41643.399692900566,4882,15,FALSE,0.214,1,16,14,0,1,0,1,100,70
28361,29514,Dairy,64,for_profit,52,TRUE,3,1920,3,1920,129,5,FALSE,0.002,1,13,12,1,0,0,0,41,266
28362,30219,Forest,48,for_profit,56,TRUE,3,0,0,0,0,21,TRUE,0,1,15,10,0,0,0,0,70,196
28363,29501,Forest,32,for_profit,65,FALSE,3,457247,3,457247,30734,5,FALSE,0.784,1,10,16,0,0,0,0,125,28
28364,29160,Forest,64,for_profit,63,TRUE,3,0,0,0,0,21,TRUE,0,1,11,13,0,0,0,0,128,114
28365,28832,Forest,160,for_profit,63,FALSE,2,404758,3,324784.6005572327,27206,10,FALSE,0.397,3,10,10,0,0,0,0,115,235
28366,28895,Forest,64,for_profit,76,FALSE,3,0,0,0,0,21,TRUE,0,1,15,14,0,0,0,0,38,249
28367,29119,SNB,64,for_profit,54,TRUE,3,4267,3,4267,287,5,FALSE,0.022,2,10,10,0,0,0,2,37,244
28368,29123,Dairy,80,for_profit,72,FALSE,1,93221,3,28696.05814843168,20355,20,FALSE,0.018,2,9,11,0,1,0,1,87,154
28369,30023,Forest,80,pro_environmental,76,FALSE,3,0,0,0,0,21,TRUE,0,1,11,12,0,0,0,0,76,178
28370,29594,Dairy,64,for_profit,47,FALSE,2,1920,3,1920,129,0,FALSE,0.119,1,13,12,1,1,0,0,87,229
28371,29090,Dairy,64,for_profit,35,TRUE,2,480,3,480,32,5,FALSE,0,3,15,12,2,0,3,2,94,120
28372,29751,Dairy,64,for_profit,47,FALSE,3,786078,3,786078,52837,5,FALSE,0.606,2,9,7,2,0,0,2,102,148
28373,30003,Dairy,128,for_profit,71,TRUE,2,0,0,0,0,21,TRUE,0,1,10,14,1,0,1,0,86,210
28374,29544,SNB,64,for_profit,73,FALSE,2,1251,3,717.277888142897,147,15,FALSE,0.001,3,11,11,3,0,1,0,81,191
28375,28957,Forest,32,pro_environmental,35,FALSE,2,163369,3,163369,10981,5,FALSE,0.739,1,10,14,0,0,0,0,96,77
28376,29221,Dairy,112,for_profit,65,FALSE,3,1711942,3,981565.2616971441,115069,15,FALSE,0.451,2,13,10,0,1,0,2,44,138
28377,29669,SNB,64,for_profit,64,TRUE,2,2118,3,2118,177,5,FALSE,0.017,2,11,10,2,0,1,2,89,114
28378,28951,Dairy,96,for_profit,38,TRUE,1,1280,3,1280,86,0,FALSE,0,3,14,12,0,3,0,1,61,187
28379,29545,Dairy,64,pro_environmental,75,FALSE,1,1600,3,1283.8668065648421,108,10,FALSE,0.001,2,9,14,2,2,2,2,125,98
28380,30275,Crop,64,for_profit,37,FALSE,3,882883,3,708440.1111127421,59344,10,FALSE,0.53,2,14,11,1,0,0,1,124,93
28381,30285,Forest,80,for_profit,45,FALSE,3,441900,3,354587.9636381273,29703,10,FALSE,0.577,3,10,13,0,0,0,0,132,55
28382,29991,Forest,176,pro_environmental,60,TRUE,3,0,0,0,0,21,TRUE,0,2,14,18,0,0,0,0,127,127
28383,29619,Dairy,64,for_profit,57,TRUE,3,2560,3,2054.1868905037472,172,10,FALSE,0.002,1,18,15,0,1,1,0,81,240
28384,30154,Dairy,64,for_profit,64,FALSE,2,651042,3,200409.1255089653,43760,20,FALSE,0.172,1,10,12,0,0,0,0,34,266
28385,28792,Dairy,80,pro_environmental,67,TRUE,3,4086,3,2342.7637497616925,479,15,FALSE,0.002,1,8,10,0,1,1,1,83,112
28386,29375,Dairy,32,pro_environmental,63,FALSE,3,350737,3,201099.83585417687,23575,15,FALSE,0.284,1,15,15,1,0,0,0,83,157
28387,28866,Dairy,64,for_profit,60,FALSE,3,652249,3,652249,43841,5,FALSE,0.563,2,12,8,2,1,1,0,68,133
28388,28738,Dairy,144,for_profit,58,FALSE,3,999020,3,801630.3856840053,67150,10,FALSE,0.279,2,11,11,2,2,2,2,112,142
28389,29365,Dairy,48,for_profit,84,FALSE,1,0,0,0,0,21,TRUE,0,2,12,11,0,0,0,0,55,161
28390,29852,Forest,160,for_profit,56,TRUE,3,0,0,0,0,21,TRUE,0,1,9,10,0,0,0,0,12,322
28391,29835,Forest,176,for_profit,74,FALSE,3,1896182,3,583698.4041365087,127453,20,FALSE,0.332,2,11,11,0,1,0,0,136,89
28392,29593,Forest,96,for_profit,53,FALSE,4,750649,3,750649,50455,5,FALSE,0.416,3,9,12,0,0,0,0,99,185
28393,30570,SNB,112,for_profit,58,TRUE,4,0,0,0,0,21,TRUE,0,1,10,11,0,0,0,0,53,184
28394,29075,Dairy,112,for_profit,38,TRUE,2,4618,3,4618,1008,15,FALSE,0,1,11,11,1,1,1,0,60,170
28395,29285,Forest,96,for_profit,79,FALSE,1,0,0,0,0,21,TRUE,0,1,8,11,0,0,0,0,81,295
28396,30396,Dairy,48,for_profit,57,TRUE,1,960,3,960,65,0,FALSE,0,2,10,10,1,2,2,1,95,158
28397,30472,Forest,80,for_profit,63,TRUE,2,0,0,0,0,21,TRUE,0,1,12,13,0,0,0,0,55,126
28398,30019,Dairy,32,for_profit,70,TRUE,2,960,3,550.4290748338778,65,15,FALSE,0.001,1,12,13,1,1,0,0,131,135
28399,29562,Forest,48,for_profit,66,FALSE,3,145385,3,44753.61145996867,9772,20,FALSE,0.135,1,13,12,0,0,0,0,53,227
28400,29366,Dairy,64,for_profit,66,FALSE,1,674443,3,386701.0797064428,45333,15,FALSE,0.295,2,7,14,1,0,0,0,77,183
28401,29944,Forest,48,for_profit,35,FALSE,5,222334,3,222334,14944,5,FALSE,0.679,1,12,11,0,0,0,0,74,244
28402,29793,Dairy,144,for_profit,68,TRUE,5,6353,3,5097.753638816526,532,10,FALSE,0.002,1,13,13,0,0,1,1,129,102
28403,30490,Dairy,96,pro_environmental,59,FALSE,2,251892,3,251892,55002,15,FALSE,0.244,1,11,12,0,0,0,1,97,179
28404,30587,Dairy,80,pro_environmental,55,TRUE,2,0,0,0,0,21,TRUE,0,2,17,14,2,2,2,2,77,190
28405,29161,Dairy,80,for_profit,72,TRUE,2,256,3,256,17,0,FALSE,0,2,13,10,0,0,2,0,22,272
28406,28804,Forest,64,for_profit,49,FALSE,4,146595,3,146595,9853,5,FALSE,0.466,1,9,8,0,0,0,0,137,50
28407,29598,SNB,48,for_profit,53,FALSE,3,48480,3,27796.66827911083,3259,15,FALSE,0.181,1,12,11,0,0,1,0,121,70
28408,29902,Dairy,80,for_profit,63,FALSE,2,1185173,3,1185173,79662,5,FALSE,0.754,1,11,12,0,1,1,1,107,142
28409,29277,Dairy,64,for_profit,57,FALSE,3,485550,3,485550,32637,5,FALSE,0.386,1,18,12,0,1,0,0,79,152
28410,28747,Dairy,96,for_profit,47,TRUE,3,0,0,0,0,21,TRUE,0,2,10,16,0,0,0,0,137,120
28411,30221,Forest,48,for_profit,73,FALSE,2,198094,3,60978.931172755336,13315,20,FALSE,0.184,1,14,9,0,0,0,0,119,138
28412,29284,Dairy,48,for_profit,44,FALSE,4,628643,3,628643,42255,5,FALSE,0.735,1,8,13,1,0,0,1,91,107
28413,30204,Dairy,48,for_profit,70,TRUE,2,0,0,0,0,21,TRUE,0,1,11,11,0,0,0,0,126,112
28414,30451,Dairy,32,for_profit,56,TRUE,4,242897,3,74770.5606685147,28475,20,FALSE,0.19,2,12,10,0,0,0,0,104,201
28415,30433,Forest,80,for_profit,65,TRUE,3,0,0,0,0,21,TRUE,0,1,11,14,0,0,0,0,92,258
28416,30385,Dairy,80,for_profit,53,FALSE,2,847073,3,485680.84136120556,56937,15,FALSE,0.382,3,13,11,2,2,1,1,83,203
28417,29881,Forest,128,pro_environmental,56,TRUE,3,0,0,0,0,21,TRUE,0,1,13,18,0,0,0,0,134,94
28418,29361,Forest,112,pro_environmental,48,FALSE,2,200282,3,200282,13462,5,FALSE,0.36,2,12,11,0,0,0,0,135,45
28419,29697,Dairy,32,for_profit,76,FALSE,1,960,3,960,65,0,FALSE,0,1,8,12,1,0,0,0,144,237
28420,30366,Dairy,96,for_profit,74,TRUE,2,2400,3,2400,161,0,FALSE,0,2,11,14,2,0,1,0,103,88
28421,29794,Forest,96,for_profit,50,FALSE,3,1186027,3,951687.9356185499,79720,10,FALSE,0.544,1,12,15,0,0,0,0,57,267
28422,30017,Dairy,64,pro_environmental,52,TRUE,3,640,3,640,43,0,FALSE,0,2,11,13,0,1,2,0,75,172
28423,30364,Dairy,48,for_profit,62,TRUE,2,0,0,0,0,21,TRUE,0,2,10,12,0,0,0,0,102,185
28424,30047,Dairy,80,for_profit,47,FALSE,2,615584,3,493954.9151577573,41377,10,FALSE,0.311,3,12,9,2,0,1,1,68,171
28425,29688,Dairy,32,for_profit,59,FALSE,3,342506,3,274832.5527808111,23022,10,FALSE,0.477,2,14,8,1,1,1,0,13,310
28426,30491,Dairy,112,for_profit,78,FALSE,2,4431,3,4431,968,15,FALSE,0.001,3,11,14,0,1,3,1,58,144
28427,30048,Dairy,96,for_profit,63,FALSE,1,0,0,0,0,21,TRUE,0,3,15,11,0,2,2,3,72,121
28428,30121,Dairy,80,for_profit,57,TRUE,1,3200,3,3200,215,5,FALSE,0.002,1,12,14,0,1,0,0,86,198
28429,28878,Dairy,64,for_profit,63,TRUE,2,4185,3,4185,914,15,FALSE,0.002,1,10,14,0,0,0,1,24,262
28430,28755,SNB,112,for_profit,68,TRUE,2,6995,3,6995,586,5,FALSE,0.023,1,15,11,0,1,1,1,138,215
28431,29246,Dairy,64,for_profit,82,FALSE,1,0,0,0,0,21,TRUE,0,2,16,15,0,1,0,0,77,271
28432,29776,Forest,32,for_profit,56,TRUE,3,0,0,0,0,21,TRUE,0,1,17,13,0,0,0,0,28,274
28433,28940,Forest,64,for_profit,76,TRUE,2,0,0,0,0,21,TRUE,0,2,10,16,0,0,0,0,152,236
28434,30194,Dairy,80,for_profit,56,FALSE,5,725398,3,582071.508592827,48758,10,FALSE,0.362,3,13,11,0,0,3,0,79,191
28435,29489,Forest,80,for_profit,36,TRUE,3,243311,3,139505.6756530267,16354,15,FALSE,0.256,1,9,10,0,0,0,0,55,172
28436,30138,SNB,48,pro_environmental,43,FALSE,4,105200,3,105200,7071,5,FALSE,0.61,2,12,14,0,0,1,0,130,227
28437,28751,Dairy,64,for_profit,43,FALSE,3,889085,3,713416.699821689,59760,10,FALSE,0.612,2,13,11,0,2,1,2,57,188
28438,29574,Dairy,48,pro_environmental,57,TRUE,3,2573,3,2573,562,15,FALSE,0.001,1,12,12,1,1,1,1,68,261
28439,30010,SNB,64,pro_environmental,46,FALSE,4,56520,3,56520,3799,5,FALSE,0.44,2,10,15,1,1,0,0,148,87
28440,29703,Forest,32,pro_environmental,67,TRUE,3,312660,3,179267.86930995857,21016,15,FALSE,0.821,1,13,11,0,0,0,0,117,48
28441,29988,Dairy,112,for_profit,47,FALSE,2,1696285,3,1696285,114017,5,FALSE,0.757,2,11,11,1,0,2,2,102,168
28442,30580,Forest,80,pro_environmental,49,TRUE,3,0,0,0,0,21,TRUE,0,1,10,7,0,0,0,0,128,46
28443,29603,Dairy,48,for_profit,43,FALSE,3,430234,3,345226.96978476143,28918,10,FALSE,0.337,2,11,11,0,1,1,2,87,183
28444,28735,Dairy,80,for_profit,58,TRUE,2,0,0,0,0,21,TRUE,0,1,8,12,0,1,0,1,47,158
28445,29905,Forest,64,for_profit,63,TRUE,4,347981,3,199519.64571850793,23390,15,FALSE,0.451,1,12,14,0,0,0,0,43,138
28446,30177,Forest,64,for_profit,66,TRUE,2,0,0,0,0,21,TRUE,0,1,11,15,0,0,0,0,129,59
28447,30283,Crop,96,for_profit,65,FALSE,1,0,0,0,0,21,TRUE,0,3,8,22,1,0,0,0,131,110
28448,30079,Crop,64,for_profit,52,TRUE,3,1920,3,1920,129,0,FALSE,0,1,14,15,1,0,0,1,106,162
28449,29295,Dairy,64,for_profit,45,FALSE,4,428146,3,428146,28778,5,FALSE,0.398,1,15,14,0,0,1,0,61,117
28450,29606,Crop,96,for_profit,71,FALSE,2,614805,3,493329.83250631107,41325,10,FALSE,0.232,3,9,14,3,0,2,0,115,129
28451,29413,Dairy,128,for_profit,70,TRUE,1,6400,3,3669.527165559185,430,15,FALSE,0.002,1,16,13,0,1,1,1,120,49
28452,30193,SNB,96,for_profit,69,TRUE,4,0,0,0,0,21,TRUE,0,3,11,11,1,0,0,0,132,61
28453,29916,Dairy,80,for_profit,49,TRUE,2,1600,3,917.3817913897963,108,15,FALSE,0.001,3,13,11,0,0,0,3,140,207
28454,29690,Crop,32,for_profit,46,FALSE,3,224051,3,224051,15060,5,FALSE,0.335,2,15,13,1,1,1,0,83,165
28455,30245,Dairy,96,for_profit,79,FALSE,2,384,3,308.1280335755621,26,10,FALSE,0,1,13,12,1,0,1,1,54,261
28456,30084,Forest,32,for_profit,65,TRUE,4,26018,3,26018,5681,20,FALSE,0.153,1,15,11,0,0,0,0,90,109
28457,29159,Forest,64,for_profit,48,FALSE,3,74460,3,59747.95151051134,5005,10,FALSE,0.176,1,11,13,0,0,0,0,38,237
28458,29566,Dairy,48,pro_environmental,79,TRUE,1,2186,3,1253.3728724863092,256,15,FALSE,0.001,2,9,10,2,2,2,2,123,223
28459,29144,Dairy,80,for_profit,77,FALSE,2,1440,3,1440,97,5,FALSE,0.001,2,10,17,2,2,2,2,111,46
28460,30254,Forest,32,for_profit,64,FALSE,3,0,0,0,0,21,TRUE,0,1,9,16,0,0,0,0,122,223
28461,30267,Forest,112,for_profit,68,FALSE,2,183984,3,56635.474435814394,12367,20,FALSE,0.074,1,15,8,0,0,0,0,73,124
28462,29632,Dairy,80,pro_environmental,65,FALSE,3,2536,3,2536,212,5,FALSE,0.001,2,12,16,2,2,0,2,52,117
28463,29938,Forest,48,for_profit,62,FALSE,2,288585,3,288585,33831,15,FALSE,0.881,1,14,10,0,0,0,0,60,273
28464,30309,Dairy,96,pro_environmental,70,TRUE,3,0,0,0,0,21,TRUE,0,2,10,16,0,0,0,0,37,137
